onet_task_code,task_id,dwa_id,iwa_id,depth,path_segments,hierarchy_path
4.A.4.c.3.I05:4.A.4.c.3.I05.D03:21342,21342,4.A.4.c.3.I05.D03,4.A.4.c.3.I05,4,"[""Monitoring and Controlling Resources"", ""Purchase goods or services."", ""Purchase materials, equipment, or other resources."", ""Inspect physical conditions of warehouses, vehicle fleets, or equipment and order testing, maintenance, repairs, or replacements.""]","Monitoring and Controlling Resources ; Purchase goods or services. ; Purchase materials, equipment, or other resources. ; Inspect physical conditions of warehouses, vehicle fleets, or equipment and order testing, maintenance, repairs, or replacements."
4.A.4.b.4.I01:4.A.4.b.4.I01.D13:21343,21343,4.A.4.b.4.I01.D13,4.A.4.b.4.I01,4,"[""Guiding, Directing, and Motivating Subordinates"", ""Supervise personnel activities."", ""Supervise employees."", ""Plan, organize, or manage the work of subordinate staff to ensure that the work is accomplished in a manner consistent with organizational requirements.""]","Guiding, Directing, and Motivating Subordinates ; Supervise personnel activities. ; Supervise employees. ; Plan, organize, or manage the work of subordinate staff to ensure that the work is accomplished in a manner consistent with organizational requirements."
4.A.4.a.2.I03:4.A.4.a.2.I03.D14:21344,21344,4.A.4.a.2.I03.D14,4.A.4.a.2.I03,4,"[""Communicating with Supervisors, Peers, or Subordinates"", ""Communicate with others about operational plans or activities."", ""Confer with organizational members to accomplish work activities."", ""Collaborate with other departments to integrate logistics with business systems or processes, such as customer sales, order management, accounting, or shipping.""]","Communicating with Supervisors, Peers, or Subordinates ; Communicate with others about operational plans or activities. ; Confer with organizational members to accomplish work activities. ; Collaborate with other departments to integrate logistics with business systems or processes, such as customer sales, order management, accounting, or shipping."
4.A.2.a.4.I07:4.A.2.a.4.I07.D12:21345,21345,4.A.2.a.4.I07.D12,4.A.2.a.4.I07,4,"[""Analyzing Data or Information"", ""Analyze data to improve operations."", ""Analyze data to inform operational decisions or activities."", ""Analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.""]",Analyzing Data or Information ; Analyze data to improve operations. ; Analyze data to inform operational decisions or activities. ; Analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.
4.A.2.b.1.I09:4.A.2.b.1.I09.D02:21345,21345,4.A.2.b.1.I09.D02,4.A.2.b.1.I09,4,"[""Making Decisions and Solving Problems"", ""Implement procedures or processes."", ""Implement transportation changes to reduce environmental impact."", ""Analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.""]",Making Decisions and Solving Problems ; Implement procedures or processes. ; Implement transportation changes to reduce environmental impact. ; Analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.
4.A.4.a.8.I03:4.A.4.a.8.I03.D05:21346,21346,4.A.4.a.8.I03.D05,4.A.4.a.8.I03,4,"[""Performing for or Working Directly with the Public"", ""Respond to customer problems or inquiries."", ""Resolve customer complaints or problems."", ""Resolve problems concerning transportation, logistics systems, imports or exports, or customer issues.""]","Performing for or Working Directly with the Public ; Respond to customer problems or inquiries. ; Resolve customer complaints or problems. ; Resolve problems concerning transportation, logistics systems, imports or exports, or customer issues."
4.A.2.b.2.I19:4.A.2.b.2.I19.D04:21347,21347,4.A.2.b.2.I19.D04,4.A.2.b.2.I19,4,"[""Thinking Creatively"", ""Develop contingency or emergency response plans."", ""Develop emergency response plans or procedures."", ""Develop and document standard and emergency operating procedures for receiving, handling, storing, shipping, or salvaging products or materials.""]","Thinking Creatively ; Develop contingency or emergency response plans. ; Develop emergency response plans or procedures. ; Develop and document standard and emergency operating procedures for receiving, handling, storing, shipping, or salvaging products or materials."
4.A.3.b.6.I08:4.A.3.b.6.I08.D30:21347,21347,4.A.3.b.6.I08.D30,4.A.3.b.6.I08,4,"[""Documenting/Recording Information"", ""Maintain operational records."", ""Document organizational or operational procedures."", ""Develop and document standard and emergency operating procedures for receiving, handling, storing, shipping, or salvaging products or materials.""]","Documenting/Recording Information ; Maintain operational records. ; Document organizational or operational procedures. ; Develop and document standard and emergency operating procedures for receiving, handling, storing, shipping, or salvaging products or materials."
4.A.1.a.2.I06:4.A.1.a.2.I06.D06:21348,21348,4.A.1.a.2.I06.D06,4.A.1.a.2.I06,4,"[""Monitoring Processes, Materials, or Surroundings"", ""Monitor individual behavior or performance."", ""Monitor activities of individuals to ensure safety or compliance with rules."", ""Monitor operations to ensure that staff members comply with administrative policies and procedures, safety rules, union contracts, environmental policies, or government regulations.""]","Monitoring Processes, Materials, or Surroundings ; Monitor individual behavior or performance. ; Monitor activities of individuals to ensure safety or compliance with rules. ; Monitor operations to ensure that staff members comply with administrative policies and procedures, safety rules, union contracts, environmental policies, or government regulations."
4.A.2.a.4.I11:4.A.2.a.4.I11.D07:21349,21349,4.A.2.a.4.I11.D07,4.A.2.a.4.I11,4,"[""Analyzing Data or Information"", ""Analyze business or financial data."", ""Analyze financial records to improve efficiency."", ""Analyze the financial impact of proposed logistics changes, such as routing, shipping modes, product volumes or mixes, or carriers.""]","Analyzing Data or Information ; Analyze business or financial data. ; Analyze financial records to improve efficiency. ; Analyze the financial impact of proposed logistics changes, such as routing, shipping modes, product volumes or mixes, or carriers."
4.A.4.c.3.I07:4.A.4.c.3.I07.D04:21350,21350,4.A.4.c.3.I07.D04,4.A.4.c.3.I07,4,"[""Monitoring and Controlling Resources"", ""Monitor resources or inventories."", ""Monitor inventories of products or materials."", ""Monitor inventory levels of products or materials in warehouses.""]",Monitoring and Controlling Resources ; Monitor resources or inventories. ; Monitor inventories of products or materials. ; Monitor inventory levels of products or materials in warehouses.
4.A.1.a.2.I02:4.A.1.a.2.I02.D05:21351,21351,4.A.1.a.2.I02.D05,4.A.1.a.2.I02,4,"[""Monitoring Processes, Materials, or Surroundings"", ""Monitor operations to ensure adequate performance."", ""Monitor organizational procedures to ensure proper functioning."", ""Establish or monitor specific supply chain-based performance measurement systems.""]","Monitoring Processes, Materials, or Surroundings ; Monitor operations to ensure adequate performance. ; Monitor organizational procedures to ensure proper functioning. ; Establish or monitor specific supply chain-based performance measurement systems."
4.A.4.b.4.I09:4.A.4.b.4.I09.D04:21352,21352,4.A.4.b.4.I09.D04,4.A.4.b.4.I09,4,"[""Guiding, Directing, and Motivating Subordinates"", ""Manage budgets or finances."", ""Prepare operational budgets."", ""Prepare and manage departmental budgets.""]","Guiding, Directing, and Motivating Subordinates ; Manage budgets or finances. ; Prepare operational budgets. ; Prepare and manage departmental budgets."
4.A.1.a.2.I11:4.A.1.a.2.I11.D04:21353,21353,4.A.1.a.2.I11.D04,4.A.1.a.2.I11,4,"[""Monitoring Processes, Materials, or Surroundings"", ""Monitor operations to ensure compliance with regulations or standards."", ""Monitor organizational compliance with regulations."", ""Monitor product import or export processes to ensure compliance with regulatory or legal requirements.""]","Monitoring Processes, Materials, or Surroundings ; Monitor operations to ensure compliance with regulations or standards. ; Monitor organizational compliance with regulations. ; Monitor product import or export processes to ensure compliance with regulatory or legal requirements."
4.A.4.b.6.I05:4.A.4.b.6.I05.D10:21354,21354,4.A.4.b.6.I05.D10,4.A.4.b.6.I05,4,"[""Providing Consultation and Advice to Others"", ""Advise others on business or operational matters."", ""Advise others on business or operational matters."", ""Prepare management recommendations, such as proposed fee and tariff increases or schedule changes.""]","Providing Consultation and Advice to Others ; Advise others on business or operational matters. ; Advise others on business or operational matters. ; Prepare management recommendations, such as proposed fee and tariff increases or schedule changes."
4.A.1.a.1.I23:4.A.1.a.1.I23.D01:21355,21355,4.A.1.a.1.I23.D01,4.A.1.a.1.I23,4,"[""Getting Information"", ""Interview people to obtain information."", ""Interview employees, customers, or others to collect information."", ""Interview, select, and train warehouse and supervisory personnel.""]","Getting Information ; Interview people to obtain information. ; Interview employees, customers, or others to collect information. ; Interview, select, and train warehouse and supervisory personnel."
4.A.4.b.3.I04:4.A.4.b.3.I04.D16:21355,21355,4.A.4.b.3.I04.D16,4.A.4.b.3.I04,4,"[""Training and Teaching Others"", ""Train others on operational or work procedures."", ""Conduct employee training programs."", ""Interview, select, and train warehouse and supervisory personnel.""]","Training and Teaching Others ; Train others on operational or work procedures. ; Conduct employee training programs. ; Interview, select, and train warehouse and supervisory personnel."
4.A.4.c.2.I01:4.A.4.c.2.I01.D03:21355,21355,4.A.4.c.2.I01.D03,4.A.4.c.2.I01,4,"[""Staffing Organizational Units"", ""Perform recruiting or hiring activities."", ""Hire personnel."", ""Interview, select, and train warehouse and supervisory personnel.""]","Staffing Organizational Units ; Perform recruiting or hiring activities. ; Hire personnel. ; Interview, select, and train warehouse and supervisory personnel."
